pF,logK_cmd,manual,Sample_ID,Depth_text,Plot_ID,Depth_ID,Winter_Cover,Tillage_Type,Depth_Top,Depth_Bottom,Replicate,Distance_From_East_Edge_Approx_m,Sampled_Date
2.768,-3.01,NA,7T,0 - 5 cm,7,T,CC,ST,0,5,2,40,11/18/2017
2.798,-3.06,NA,7T,0 - 5 cm,7,T,CC,ST,0,5,2,40,11/18/2017
2.84,-3.2,NA,7T,0 - 5 cm,7,T,CC,ST,0,5,2,40,11/18/2017
2.9,-3.22,NA,7T,0 - 5 cm,7,T,CC,ST,0,5,2,40,11/18/2017
2.967,-3.2,NA,7T,0 - 5 cm,7,T,CC,ST,0,5,2,40,11/18/2017
3.684,-4.42,NA,7T,0 - 5 cm,7,T,CC,ST,0,5,2,40,11/18/2017
-1,3.16,1,7T,0 - 5 cm,7,T,CC,ST,0,5,2,40,11/18/2017
1.473,-0.75,NA,8B,20 - 25 cm,8,B,CC,CT,20,25,2,40,11/18/2017
1.507,-0.85,NA,8B,20 - 25 cm,8,B,CC,CT,20,25,2,40,11/18/2017
1.542,-0.95,NA,8B,20 - 25 cm,8,B,CC,CT,20,25,2,40,11/18/2017
1.576,-1.13,NA,8B,20 - 25 cm,8,B,CC,CT,20,25,2,40,11/18/2017
1.61,-1.31,NA,8B,20 - 25 cm,8,B,CC,CT,20,25,2,40,11/18/2017
1.638,-1.42,NA,8B,20 - 25 cm,8,B,CC,CT,20,25,2,40,11/18/2017
1.662,-1.41,NA,8B,20 - 25 cm,8,B,CC,CT,20,25,2,40,11/18/2017
1.688,-1.55,NA,8B,20 - 25 cm,8,B,CC,CT,20,25,2,40,11/18/2017
1.711,-1.66,NA,8B,20 - 25 cm,8,B,CC,CT,20,25,2,40,11/18/2017
1.732,-1.75,NA,8B,20 - 25 cm,8,B,CC,CT,20,25,2,40,11/18/2017
1.755,-1.84,NA,8B,20 - 25 cm,8,B,CC,CT,20,25,2,40,11/18/2017
1.781,-1.92,NA,8B,20 - 25 cm,8,B,CC,CT,20,25,2,40,11/18/2017
1.811,-2.04,NA,8B,20 - 25 cm,8,B,CC,CT,20,25,2,40,11/18/2017
1.839,-2.16,NA,8B,20 - 25 cm,8,B,CC,CT,20,25,2,40,11/18/2017
1.869,-2.26,NA,8B,20 - 25 cm,8,B,CC,CT,20,25,2,40,11/18/2017
1.902,-2.37,NA,8B,20 - 25 cm,8,B,CC,CT,20,25,2,40,11/18/2017
1.935,-2.48,NA,8B,20 - 25 cm,8,B,CC,CT,20,25,2,40,11/18/2017
1.97,-2.52,NA,8B,20 - 25 cm,8,B,CC,CT,20,25,2,40,11/18/2017
2.007,-2.56,NA,8B,20 - 25 cm,8,B,CC,CT,20,25,2,40,11/18/2017
2.045,-2.59,NA,8B,20 - 25 cm,8,B,CC,CT,20,25,2,40,11/18/2017
2.084,-2.65,NA,8B,20 - 25 cm,8,B,CC,CT,20,25,2,40,11/18/2017
2.124,-2.7,NA,8B,20 - 25 cm,8,B,CC,CT,20,25,2,40,11/18/2017
2.165,-2.75,NA,8B,20 - 25 cm,8,B,CC,CT,20,25,2,40,11/18/2017
2.207,-2.83,NA,8B,20 - 25 cm,8,B,CC,CT,20,25,2,40,11/18/2017
2.251,-2.91,NA,8B,20 - 25 cm,8,B,CC,CT,20,25,2,40,11/18/2017
2.293,-3.02,NA,8B,20 - 25 cm,8,B,CC,CT,20,25,2,40,11/18/2017
2.334,-3.09,NA,8B,20 - 25 cm,8,B,CC,CT,20,25,2,40,11/18/2017
2.375,-3.14,NA,8B,20 - 25 cm,8,B,CC,CT,20,25,2,40,11/18/2017
2.415,-3.24,NA,8B,20 - 25 cm,8,B,CC,CT,20,25,2,40,11/18/2017
2.455,-3.3,NA,8B,20 - 25 cm,8,B,CC,CT,20,25,2,40,11/18/2017
2.495,-3.33,NA,8B,20 - 25 cm,8,B,CC,CT,20,25,2,40,11/18/2017
2.534,-3.4,NA,8B,20 - 25 cm,8,B,CC,CT,20,25,2,40,11/18/2017
2.575,-3.52,NA,8B,20 - 25 cm,8,B,CC,CT,20,25,2,40,11/18/2017
2.617,-3.53,NA,8B,20 - 25 cm,8,B,CC,CT,20,25,2,40,11/18/2017
2.658,-3.63,NA,8B,20 - 25 cm,8,B,CC,CT,20,25,2,40,11/18/2017
2.698,-3.71,NA,8B,20 - 25 cm,8,B,CC,CT,20,25,2,40,11/18/2017
2.737,-3.76,NA,8B,20 - 25 cm,8,B,CC,CT,20,25,2,40,11/18/2017
2.776,-3.8,NA,8B,20 - 25 cm,8,B,CC,CT,20,25,2,40,11/18/2017
3.343,-4.6,NA,8B,20 - 25 cm,8,B,CC,CT,20,25,2,40,11/18/2017
-1,2.36,1,8B,20 - 25 cm,8,B,CC,CT,20,25,2,40,11/18/2017
1.6,-0.69,NA,8T,0 - 5 cm,8,T,CC,CT,0,5,2,40,11/18/2017
1.652,-1.03,NA,8T,0 - 5 cm,8,T,CC,CT,0,5,2,40,11/18/2017
1.71,-1.27,NA,8T,0 - 5 cm,8,T,CC,CT,0,5,2,40,11/18/2017
1.767,-1.44,NA,8T,0 - 5 cm,8,T,CC,CT,0,5,2,40,11/18/2017
1.835,-1.61,NA,8T,0 - 5 cm,8,T,CC,CT,0,5,2,40,11/18/2017
1.912,-1.85,NA,8T,0 - 5 cm,8,T,CC,CT,0,5,2,40,11/18/2017
1.988,-2.06,NA,8T,0 - 5 cm,8,T,CC,CT,0,5,2,40,11/18/2017
2.06,-2.22,NA,8T,0 - 5 cm,8,T,CC,CT,0,5,2,40,11/18/2017
2.133,-2.33,NA,8T,0 - 5 cm,8,T,CC,CT,0,5,2,40,11/18/2017
2.204,-2.44,NA,8T,0 - 5 cm,8,T,CC,CT,0,5,2,40,11/18/2017
2.275,-2.54,NA,8T,0 - 5 cm,8,T,CC,CT,0,5,2,40,11/18/2017
2.352,-2.61,NA,8T,0 - 5 cm,8,T,CC,CT,0,5,2,40,11/18/2017
2.434,-2.72,NA,8T,0 - 5 cm,8,T,CC,CT,0,5,2,40,11/18/2017
2.516,-2.84,NA,8T,0 - 5 cm,8,T,CC,CT,0,5,2,40,11/18/2017
2.594,-2.93,NA,8T,0 - 5 cm,8,T,CC,CT,0,5,2,40,11/18/2017
2.668,-3.05,NA,8T,0 - 5 cm,8,T,CC,CT,0,5,2,40,11/18/2017
2.735,-3.15,NA,8T,0 - 5 cm,8,T,CC,CT,0,5,2,40,11/18/2017
2.794,-3.25,NA,8T,0 - 5 cm,8,T,CC,CT,0,5,2,40,11/18/2017
2.835,-3.25,NA,8T,0 - 5 cm,8,T,CC,CT,0,5,2,40,11/18/2017
2.864,-3.2,NA,8T,0 - 5 cm,8,T,CC,CT,0,5,2,40,11/18/2017
2.892,-3.13,NA,8T,0 - 5 cm,8,T,CC,CT,0,5,2,40,11/18/2017
2.915,-3.05,NA,8T,0 - 5 cm,8,T,CC,CT,0,5,2,40,11/18/2017
3.68,-4.64,NA,8T,0 - 5 cm,8,T,CC,CT,0,5,2,40,11/18/2017
-1,3.52,1,8T,0 - 5 cm,8,T,CC,CT,0,5,2,40,11/18/2017
